C1,C2,C3
0.47903809893548444,0.0,0.7904916716380769
-0.19349204217187782,0.5,0.5701470384920873
0.02372410685069299,0.0,0.705364874992746
-1.469601861350679,0.0,0.6109499162204509
-0.12950008640489005,0.5,0.773930620975668
0.8267195694684855,0.0,0.7598656105997329
0.10393605543979816,0.5,0.9042079530820969
0.5495265211202061,0.5,0.7181127867849181
0.16586385399482906,0.5,0.5046877637318963
0.2962251454941915,0.0,0.9461407701312116
0.8604766832404362,0.0,0.9837742003060894
0.026925274724804583,0.0,0.7338589208669765
0.11578872599262527,0.0,0.5889054894161664
0.6573012995251624,0.5,0.7524952673102877
0.6049303235227663,0.0,0.5690572117319761
0.3917578066656945,0.0,0.6077814181873031
-1.1834965219241167,0.0,0.5943107627174058
0.2734271794827209,0.0,0.8786044688297601
0.5340981313247571,0.5,0.8452521056708683
-0.36700379759747376,0.5,0.958054750061929
-0.33532153070304643,0.0,0.9940620183264282
0.39421637187061953,0.0,0.9062475509055318
0.5776491191252302,0.5,0.5317034698485663
0.4020679258298417,0.5,0.8722605254385701
-0.49869984620892005,0.0,0.5831683343148385
-0.18564460434942284,0.5,0.8619339117512274
-0.9971825680672796,0.0,0.7440638646051768
-0.131763086741007,0.5,0.8829880074964427
0.2736819039362599,0.5,0.8268203706272811
-0.5122371471676908,0.0,0.8883995898281091
-1.1223497485271547,0.5,0.7536725005316469
-0.10358450182560444,0.0,0.8675746503099866
-0.20256479075471723,0.0,0.6284560427054106
-0.010275651586580132,0.0,0.5984370796090416
0.6820410169183039,0.0,0.9139779417909812
-0.41608386436917344,0.0,0.6313053196043206
0.34813101656459133,0.5,0.8053157094989117
0.6916376335050207,0.5,0.5406934837403143
0.038658714299795595,0.0,0.8655907071185804
0.11294106812901876,0.5,0.8632615241383397
0.6438499381987298,0.0,0.8466190236143282
-0.34150877212055697,0.5,0.6821918590323853
0.6513565221905258,0.5,0.9603718446863654
0.06866053375438505,0.0,0.7067507036180377
0.18269934003047178,0.0,0.8323027957099731
-0.5691002495380968,0.0,0.5500153220971987
-0.057561454973245926,0.0,0.9736405346789146
-0.5090124531618282,0.5,0.6627410424822807
0.23106436009962966,0.0,0.7841978448443867
0.14384568809202267,0.0,0.8965108758258117
0.42759789979089663,0.5,0.6446292274801017
-0.18675649821930912,0.0,0.8323208128634793
-0.04066867011380132,0.0,0.5514443205501233
-0.015709961951683497,0.0,0.7522999652291984
-0.030175271163567212,0.0,0.8532140464508224
-0.04818695381226308,0.0,0.5381236305537608
-0.43788408256401057,0.5,0.9587554324278074
-0.003909176384416068,0.5,0.8627303062960298
0.45274343962395774,0.0,0.7433645446418496
0.1052204413667794,0.5,0.5914437375232929
-0.4135085045382111,0.5,0.5462295822950748
0.019570878798558306,0.5,0.8297781827650834
0.8331772776677087,0.0,0.6252348751871691
0.3727410766851239,0.5,0.9931534460955742
0.036498857060873344,0.5,0.5429783480259226
0.003547894014074329,0.0,0.9914802398786158
0.021406348986244675,0.0,0.6969642140078599
-0.3651117926606128,0.0,0.8752958103101655
-0.18215762909340874,0.5,0.9536448008234656
0.7085195513701281,0.0,0.5391890133207076
-0.7443988449894641,0.5,0.9275493524545974
0.27448173382718544,0.5,0.9671916453460442
0.7666282937939972,0.5,0.9696577426569007
0.18986174801776973,0.5,0.5854957477073011
0.591624571174086,0.5,0.5277511917874829
0.4166722190783044,0.5,0.6936074811693201
1.029546170544065,0.0,0.9685137425560748
0.12677172600516845,0.5,0.7644076742254656
0.23340768842869894,0.0,0.6860642384351083
0.11704730862381467,0.5,0.5655210686823811
-0.2121299850128741,0.0,0.7672001776679448
0.35711270606224627,0.5,0.9969516360299376
0.030303994793944845,0.0,0.9332553516655461
-0.7400187209667587,0.5,0.5176447079893893
-0.12030205501315298,0.0,0.5916838827051017
0.22459685200438995,0.5,0.7018490308870856
0.36600016384347206,0.0,0.6844270574178253
-0.03541281280904273,0.5,0.5163312366233445
-0.8616299449861146,0.0,0.6198805973500352
-0.1201080813883783,0.5,0.8995442160408595
-0.32122128721724225,0.0,0.5234636522337832
0.938465036010092,0.0,0.5044912918233594
-0.38441581673790437,0.5,0.6847536173494618
-0.13523161312162668,0.5,0.5027753516712623
0.42205192909667766,0.0,0.5748384335329725
0.4451747561939401,0.5,0.5797249364559846
0.5164520900401534,0.5,0.9142590033026741
0.5094047533073182,0.0,0.6567250581813238
-0.4685577891746736,0.5,0.8117015954004119
-0.22206171104179612,0.0,0.9719763841810822
0.1804640732747174,0.5,0.9199709176615422
-0.012238289009586893,0.0,0.7037355827209514
0.2837460773024272,0.0,0.5279697282346045
-0.25992488236062555,0.5,0.7877666694550923
-0.06632813383351097,0.5,0.5804966766066462
0.05895318114334187,0.0,0.772040045550191
0.057055034341578645,0.0,0.7028488261863187
0.6523616334793072,0.5,0.8638737153298294
0.46106639646430825,0.5,0.5479874464620192
-0.02480469932260356,0.5,0.7221114279282139
-0.09974989725848102,0.5,0.5574021793930222
0.4529400101015463,0.0,0.518552657512768
-0.10659754239317973,0.5,0.6363623762837143
-0.21551815906664382,0.5,0.6323157382270524
-0.2014687215313137,0.5,0.6213318769957327
0.2028829167605995,0.0,0.775808894965789
-0.46159990159950154,0.0,0.927986303168429
0.2990256590899085,0.5,0.7930152808797832
0.447530261887305,0.5,0.7144096419423437
0.29861154194772815,0.0,0.7428818613993865
-0.4937014451866203,0.5,0.539291292590182
-0.11726554674883208,0.0,0.5487737567085978
0.20168839925670884,0.5,0.9145559208156211
0.3873958431647398,0.0,0.5869818984516832
0.27177680582835984,0.0,0.9708594446198369
0.03559056423857309,0.0,0.7224895182024269
0.6029484016344472,0.5,0.5668550516163757
-0.22078453544218452,0.5,0.5854778046130199
0.002786895576077627,0.5,0.812793228767644
0.056644698433746844,0.0,0.7895187107584073
